Pricing group,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021,6/1/2021,7/1/2021,8/1/2021,9/1/2021,10/1/2021,11/1/2021,12/1/2021,1/1/2022,2/1/2022,3/1/2022,4/1/2022,5/1/2022,6/1/2022,7/1/2022,8/1/2022,9/1/2022,10/1/2022,11/1/2022,12/1/2022
129,"0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255","0,03255"
130,"0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302","0,03302"
131,"0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119","0,03119"
132,"0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011","0,03011"
133,"0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034","0,03034"
134,"0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839","0,02839"
135,"0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723","0,02723"
136,"0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968","0,04968"
137,"0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631","0,04631"
138,"0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721","0,03721"
139,"0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980","0,03980"
140,"0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454","0,03454"
141,"0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012","0,04012"
142,"0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051","0,03051"
143,"0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592","0,03592"
144,"0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345","0,03345"
145,"0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401","0,03401"
146,"0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128","0,03128"
147,"0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087","0,03087"
148,"0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975","0,02975"
149,"0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843","0,02843"
150,"0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757","0,02757"
151,"0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230","0,04230"
152,"0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286","0,05286"
153,"0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671","0,03671"
154,"0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881","0,02881"
155,"0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187","0,03187"
156,"0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253","0,03253"
157,"0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193","0,03193"
158,"0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759","0,02759"
159,"0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319","0,03319"
160,"0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711","0,02711"
161,"0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091","0,03091"
162,"0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783","0,02783"
163,"0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040","0,03040"
164,"0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689","0,02689"
165,"0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597","0,02597"
166,"0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722","0,05722"
167,"0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339","0,05339"
168,"0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553","0,03553"
169,"0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228","0,03228"
170,"0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164","0,03164"
171,"0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055","0,03055"
172,"0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528","0,03528"
